,shrinking_speed_steady_state,velocity_decay_timescale,equilibrium_density,P0_end_fit,lengthscale_density_end_fit,accumulation_end_fit,accumulation_timescale,omega,cooperativity,accumulation_norm_end_fit,accumulation_norm_timescale,accumulation_end_fit_fitness,accumulation_end_fit_deviation,accumulation_timescale_fitness,accumulation_timescale_deviation,shrinking_speed_steady_state_fitness,shrinking_speed_steady_state_deviation,overall_fitness_sum,overall_fitness_geometric,accumulation_fitness_sum,accumulation_fitness_geometric
0,0.265072712038243,3.096549014325714,0.0588235294117647,0.1075037489519853,0.3361750266766739,4.566322609731691,4.294576010489028,0.7,1,4.566322609731691,4.294576010489028,0.00323132110210725,0.05684471041449019,0.3637164544579704,0.6030890933004596,1.3586856791423307,1.1656267323385865,0.5752111515674695,0.11688371891173148,0.18508954833109245,0.6057621443768814
1,0.2636309780604883,3.2036435407310666,0.0588235294117647,0.1119305520051094,0.3379117208257938,4.778486553423838,4.412707242819146,0.71,1,4.778486553423838,4.412707242819146,0.00016960150253186412,0.013023114164126187,0.35066677095730703,0.5921712344899126,1.331364883960371,1.1538478599713096,0.5607337521400699,0.04294116300032974,0.17550298698118538,0.5923144202700444
2,0.2621111076078379,3.317548640970935,0.0588235294117647,0.1165962338917894,0.33976172375118213,5.004439197382314,4.538851716187388,0.72,1,5.004439197382314,4.538851716187388,0.0011320857390980333,0.03364648182348391,0.3369950881953571,0.5805127803893357,1.3028638550483291,1.1414306177110938,0.5469970096609281,0.07921376253256876,0.1696296298367766,0.5814870367724935
3,0.2605066823440118,3.4389099115327246,0.0588235294117647,0.1215203045982017,0.3417363177179024,5.245552313728175,4.673832766548209,0.73,1,5.245552313728175,4.673832766548209,0.006963470482487242,0.08344741147865069,0.3226667571652793,0.5680376371027533,1.2731118178418144,1.128322568170031,0.534247348496527,0.1419543932164161,0.1682968490651269,0.5741343289229155
4,0.2588105730062196,3.568411075748518,0.0588235294117647,0.1267244253840035,0.3438483537117086,5.503382446164039,4.818599983149912,0.74,1,5.503382446164039,4.818599983149912,0.018687210575830355,0.13670117254738656,0.3076455438023671,0.5546580422227438,1.242033274320585,1.1144654657370883,0.5227886762329276,0.19256444976166062,0.1725099824770139,0.5712554195613355
5,0.2570148474857039,3.706870087991256,0.0588235294117647,0.1322326761501733,0.3461124694296021,5.779703964648711,4.974232189675629,0.75,1,5.779703964648711,4.974232189675629,0.037548461474299945,0.1937742538994795,0.291896307688444,0.5402742893090916,1.2095479545526908,1.099794505602156,0.5129975745718116,0.23667258077251413,0.18349661531852193,0.5739727947932236
6,0.255110655131044,3.855203203629263,0.0588235294117647,0.1380719047195085,0.3485454342373508,6.0765472419579485,5.1419712027416775,0.76,1,6.0765472419579485,5.1419712027416775,0.06506887797759776,0.255086020741235,0.2753852404366426,0.5247716078796971,1.1755706929833931,1.0842373785216008,0.5053416037992111,0.27617704354280154,0.20276149819591904,0.5834844628730403
7,0.2530880997304949,4.014454513419683,0.0588235294117647,0.1442720997446284,0.35116650920175657,6.396244796234952,5.323250822327849,0.77,1,6.396244796234952,5.323250822327849,0.10311692738161712,0.3211182451708671,0.2580817641240759,0.5080174840732117,1.1400115481203663,1.0677132330922785,0.5004034132086864,0.31188812848074793,0.23215780944365508,0.6009980794525829
8,0.2509360831267944,4.185808000969835,0.0588235294117647,0.1508668597695676,0.35399795118973987,6.741489560298583,5.519729679133401,0.78,1,6.741489560298583,5.519729679133401,0.15399906135931987,0.39242714146618335,0.2399614723389913,0.48985862484903875,1.102775953264382,1.050131398094725,0.4989121623208977,0.3441245261653338,0.2739797975288155,0.627662754748369
9,0.2486421290499416,4.370632763184349,0.0588235294117647,0.1578939121532042,0.3570655850059525,7.115403604750043,5.733343342090354,0.79,1,7.115403604750043,5.733343342090354,0.22057822419272446,0.4696575605616548,0.22100918709667292,0.4701161421358268,1.0637652149722132,1.031389943218477,0.5017842087538702,0.37291190599498886,0.3310828177410609,0.664520437074284
10,0.2461921750578375,4.570496372340298,0.0588235294117647,0.1653957270150147,0.3603995305018205,7.521628466980477,5.966353412191473,0.8,1,7.521628466980477,5.966353412191473,0.30643049718003335,0.5535616471361011,0.20122492747518086,0.44858101550910606,1.022877325864937,1.0113739792306984,0.5101775835067172,0.39805746449540286,0.40704296091762376,0.7124994208104412
11,0.2435703289694918,4.787217468312997,0.0588235294117647,0.1734202337706336,0.3640351111137177,7.964431051339871,6.22142338957518,0.81,1,7.964431051339871,6.22142338957518,0.41605172001862606,0.6450207128601577,0.18063101842916202,0.42500708044591684,0.9800082648884282,0.9899536680514034,0.5255636677787388,0.41916961804452396,0.5063672292332071,0.7724524182419187
12,0.2407585871796194,5.02290080063756,0.0588235294117647,0.1820216434406402,0.3680139793773497,8.448839393042892,6.501700409043743,0.82,1,8.448839393042892,6.501700409043743,0.5551341894058852,0.7450732778766698,0.15928358312679142,0.39910347421037495,0.9350540363185341,0.9669819214021191,0.5498239362837368,0.43564750764654636,0.6347759809692809,0.845232377830308
13,0.2377365019061633,5.279991748415799,0.0588235294117647,0.1912614202481089,0.37238556516660026,8.98081456730821,6.81092848764892,0.83,1,8.98081456730821,6.81092848764892,0.7309404907053547,0.8549505779314701,0.13728816007141714,0.37052416934852866,0.8879136144184934,0.9422916822398961,0.5853807550650884,0.44664444820197974,0.7995845707410633,0.9317878786380362
