event id,MT id,time (s),velocity (nm/s),equilibrium density (1/nm),number of Ase1 molecules at tip fitted with gaussian (1),number of Ase1 molecules at tip fitted with exponential (1),lengthscale of exponential decay (nm),condition
1nM_324,,26.0,,0.0025,,,,1nM
1nM_324,,28.6,,0.0025,,,,1nM
1nM_325,,0.0,1.81217664158902,0.0025,1.77769337152504,,5.26912392001033,1nM
1nM_325,,2.6,4.20068252767054,0.0025,4.01360923742414,413.847795954586,5.22511455230851,1nM
1nM_325,,5.2,9.0140857247388,0.0025,7.37534240082594,271.864665037371,69.8973644247406,1nM
1nM_325,,7.8,32.8401824596139,0.0025,30.5544620850798,166.060388365679,522.218554110132,1nM
1nM_326,,0.0,3.46115985385747,0.0032,2.9821481086018,,115.977082336128,1nM
1nM_326,,2.6,6.61630760018889,0.0032,6.39284632578651,183.718837610048,77.4638617419903,1nM
1nM_326,,5.2,4.04746739258752,0.0032,3.86769829207713,79.4575812702697,335.380475289038,1nM
1nM_327,,0.0,1.31255351952123,0.0032,1.24126510384109,,5.22476282939127,1nM
1nM_327,,2.6,3.173215487263,0.0032,2.64994216338171,411.612854471139,246.539314120015,1nM
1nM_327,,5.2,1.3265608918181,0.0032,0.716248099307702,184.903860901612,168.512100012189,1nM
1nM_327,,7.8,2.61531747977339,0.0032,1.28299218240484,346.050993674377,301.977672067583,1nM
1nM_327,,10.4,3.76966042584311,0.0032,3.77681278323786,305.691847913272,5.30532189072408,1nM
1nM_327,,13.0,9.61213690563954,0.0032,8.04982607864175,150.007137816222,244.629767632055,1nM
1nM_327,,15.6,11.0807971909815,0.0032,10.3725304764474,141.193615610326,342.858884605669,1nM
1nM_328,,0.0,1.55702896063675,0.0032,1.49863675737016,,5.23020131927482,1nM
1nM_328,,2.6,5.29747784876666,0.0032,4.9781805963597,401.185073432606,34.3150971288584,1nM
1nM_328,,5.2,8.60981256484229,0.0032,8.02644959042605,265.185163791772,145.531594787493,1nM
1nM_328,,7.8,6.80330966728568,0.0032,5.94925819438972,193.26822965159,999.999999830652,1nM
1nM_329,,0.0,1.47001912346173,0.0032,1.3553915589581,,5.21007981863081,1nM
1nM_329,,2.6,0.771782649955325,0.0032,0.438402831424217,471.970263789938,4.78636657514137,1nM
1nM_329,,5.2,1.94275494324963,0.0032,1.56206030913846,439.497791849925,123.242997022078,1nM
1nM_329,,7.8,1.48287061739242,0.0032,1.38503122538126,211.660441293685,5.22134052778561,1nM
1nM_329,,10.4,2.6756011950026,0.0032,1.8045616144914,187.874817769189,207.299319155282,1nM
1nM_329,,13.0,2.6361153432169,0.0032,2.49727080949079,337.596750795921,21.8015028734771,1nM
1nM_329,,15.6,5.24277036500799,0.0032,4.34768360769216,357.870259510915,281.813372836457,1nM
1nM_329,,18.2,3.2235635538624,0.0032,2.515326915935,220.477906550363,183.338942624233,1nM
1nM_329,,20.8,3.38126549874324,0.0032,1.66954248264428,263.101486953537,30.5633524989312,1nM
1nM_329,,23.4,6.51769301356965,0.0032,3.36406832034792,321.443247434271,999.999999927189,1nM
1nM_329,,26.0,5.3855221603123,0.0032,4.44257457956813,162.872050331089,125.540189747897,1nM
1nM_329,,28.6,7.901683640691,0.0032,7.19784681958339,319.121793275674,260.629152317816,1nM
1nM_329,,31.2,3.69826221765455,0.0032,2.8555302997066,142.338547277105,168.607772513141,1nM
1nM_329,,33.8,7.86547981328358,0.0032,7.35030135577111,186.288295057061,75.5209943235787,1nM
1nM_330,,0.0,1.64840024168981,0.0032,1.29120376097783,,78.2606253201236,1nM
1nM_330,,2.6,2.97523099663173,0.0032,2.69813398657661,316.278793078225,144.1234876757,1nM
1nM_330,,5.2,4.15824599551209,0.0032,4.00852626861311,184.269419685674,5.24739706237487,1nM
1nM_331,,0.0,4.48806288346962,0.0032,3.35039999230542,,567.439576815982,1nM
1nM_331,,2.6,5.16231831990943,0.0032,4.94985482083497,303.104462550088,95.1197551138605,1nM
1nM_331,,5.2,8.09212249121561,0.0032,7.17741331139488,276.825117866395,189.917055010778,1nM
1nM_332,,0.0,1.52336439600115,0.0032,1.48353066314023,,5.16257212582538,1nM
1nM_333,,0.0,1.91972609257615,0.0032,1.24278619877411,,237.769324886419,1nM
1nM_333,,2.6,3.63590390700217,0.0032,3.5975180333774,292.246168077023,239.689571376925,1nM
1nM_334,,0.0,6.22858506155372,0.0032,4.98905801134354,,378.556430531185,1nM
1nM_334,,2.6,,0.0032,,,,1nM
1nM_334,,5.2,3.32188461002292,0.0032,3.26418457700244,389.237831876516,196.085252114079,1nM
1nM_334,,7.8,1.43655518421977,0.0032,1.37269359223451,326.185608232251,5.25346637620594,1nM
1nM_334,,10.4,1.72806016738065,0.0032,1.60756584618853,186.968486770342,4.95565498560546,1nM
1nM_335,,0.0,5.97363186772477,0.0032,4.73048132677775,,675.848712060101,1nM
1nM_335,,2.6,6.03702994040152,0.0032,5.36974131490824,311.727880473899,85.5948239748801,1nM
1nM_335,,5.2,2.94361015020211,0.0032,2.11831904665339,303.489415354894,188.563147135197,1nM
1nM_335,,7.8,3.62114409452345,0.0032,2.51629622670397,234.713371544846,220.415203654749,1nM
1nM_335,,10.4,6.80383620724167,0.0032,5.00493910977082,248.456932633604,123.840799884549,1nM
1nM_335,,13.0,13.7297377904647,0.0032,11.179272281146,158.165756884934,230.984831260751,1nM
1nM_335,,15.6,11.5486609996558,0.0032,10.3561614279407,283.082811497289,64.5444826931481,1nM
1nM_335,,18.2,11.7337144589398,0.0032,9.37712960450832,231.132722746122,278.435668554904,1nM
1nM_335,,20.8,8.66384973913803,0.0032,7.90305418167251,152.594423084316,75.0134285981637,1nM
1nM_335,,23.4,11.1141558585703,0.0032,9.99492932988842,197.103337693812,125.226449956434,1nM
1nM_335,,26.0,13.8611380289659,0.0032,12.6658252687026,158.805414434052,96.1365080993296,1nM
1nM_335,,28.6,12.5512919894537,0.0032,11.4578624358028,112.725936698758,142.304873389875,1nM
1nM_336,,0.0,9.37501485966027,0.0032,8.54568465134946,,117.165341917598,1nM
1nM_336,,2.6,10.3109034937143,0.0032,9.68771419617499,247.244245110544,109.149595910546,1nM
1nM_336,,5.2,3.70901201955824,0.0032,3.0979217712663,283.676560655346,44.896719294334,1nM
1nM_337,,0.0,4.82980486866658,0.0032,4.2190467169059,,84.575425353114,1nM
1nM_337,,2.6,9.30451266128853,0.0032,7.66603757787901,261.348183302432,123.072360129399,1nM
1nM_337,,5.2,5.57806253674699,0.0032,5.5116130363352,164.194330710972,5.36506868916992,1nM
1nM_337,,7.8,12.9958494445416,0.0032,10.8074893629631,267.519476068744,195.597281619423,1nM
1nM_337,,10.4,24.1274179664705,0.0032,23.0878666964452,170.15279430089,77.2184490995755,1nM
1nM_337,,13.0,19.8908173037826,0.0032,19.6817752902663,157.574977787801,7.79647616202805,1nM
1nM_338,,0.0,4.90983394353152,0.0032,4.85610933404522,,5.27657301125467,1nM
1nM_338,,2.6,4.58004169154222,0.0032,2.87610245226907,331.742211773767,92.1635249314944,1nM
1nM_338,,5.2,13.7988325802118,0.0032,13.6889746262279,319.843636674239,9.40554010852956,1nM
1nM_338,,7.8,18.5700645132585,0.0032,17.8292797781901,235.753860451072,26.7815529387603,1nM
1nM_338,,10.4,20.2353816359189,0.0032,20.0019678642505,112.231636329416,5.33686968813285,1nM
1nM_339,,0.0,1.11471871243141,0.0032,1.09528246256941,,5.05413629639601,1nM
1nM_339,,2.6,7.45206300500049,0.0032,6.57623163514233,379.91953058191,181.294659702966,1nM
1nM_339,,5.2,2.99717101176597,0.0032,2.88438111685421,260.746175569184,30.4907553619389,1nM
1nM_339,,7.8,5.69826212743423,0.0032,3.96692803716413,231.678143740285,288.351366656416,1nM
1nM_339,,10.4,3.62071078164066,0.0032,2.99740164832159,320.346946124846,999.999999963573,1nM
