,shrinking_speed_steady_state,velocity_decay_timescale,equilibrium_density,P0_end_fit,lengthscale_density_end_fit,accumulation_end_fit,accumulation_timescale,omega,cooperativity,accumulation_norm_end_fit,accumulation_norm_timescale,accumulation_end_fit_fitness,accumulation_end_fit_deviation,accumulation_timescale_fitness,accumulation_timescale_deviation,shrinking_speed_steady_state_fitness,shrinking_speed_steady_state_deviation,overall_fitness_sum,overall_fitness_geometric,accumulation_fitness_sum,accumulation_fitness_geometric
27,0.2667056989098033,1.2260313640901843,0.0588235294117647,0.0154602796833094,0.33422900806754113,0.6528304233557075,2.467582903271284,0.3,2,0.6528304233557075,2.467582903271284,0.748502762963512,0.865160541728246,0.5958951158234235,0.771942430381582,1.3899658476605412,1.1789681283480657,0.9114545754824922,0.8526859775076743,1.0464503208752238,1.1594817285265584
28,0.2596931725533216,1.3078996902211573,0.0588235294117647,0.0189420320839711,0.3427461408978058,0.8198797113435398,2.634646974012278,0.35,2,0.8198797113435398,2.634646974012278,0.689991372945528,0.8306571933990147,0.572295469812239,0.7565021280949836,1.2581576016273208,1.1216762463506664,0.8401481481283627,0.792014267122936,0.9761391078516475,1.1235153949803123
29,0.2521174078473147,1.4036915954076552,0.0588235294117647,0.0227991028033859,0.3524381781002386,1.0142302405019088,2.8304809564919395,0.4,2,1.0142302405019088,2.8304809564919395,0.6249137836973278,0.7905148851839083,0.5452387970741007,0.7384028690857727,1.1231394641635277,1.05978274385061,0.7644306816449854,0.7260170960695885,0.8975331822343782,1.0817359108264033
30,0.2439003511711929,1.517138787495663,0.0588235294117647,0.0271000149643617,0.3635735712657652,1.242931975020363,3.06283993699379,0.45,2,1.242931975020363,3.06283993699379,0.5524614059816259,0.7432774757663694,0.5139856383152521,0.7169279170985408,0.9853538792987736,0.992649927869223,0.6839336411985505,0.6540561793062304,0.8094542251392519,1.0326892292925678
31,0.2349478977667604,1.653273511889616,0.0588235294117647,0.0319318990978603,0.37650945893303556,1.5156138007388456,3.3423576430281323,0.5,2,1.5156138007388456,3.3423576430281323,0.471908763142366,0.686956158093343,0.47761159093671784,0.6910944877053483,0.8454967434878911,0.9195089686826828,0.598339032522325,0.5754597416634482,0.710714558610725,0.9744333502498177
32,0.2251454333884357,1.8191681128894917,0.0588235294117647,0.0374074461220515,0.39173091137588684,1.845744969614581,3.684025353623792,0.55,2,1.845744969614581,3.684025353623792,0.38287496790736536,0.6187689131714402,0.4349627594012257,0.6595170652843076,0.7046317710454229,0.8394234753957164,0.5074898327846713,0.48958009985799167,0.6003563476079782,0.9043438103446007
33,0.2143518824897685,2.02483216727498,0.0588235294117647,0.0436752401190358,0.4099122641381739,2.2526707580359018,4.109467680122229,0.6,2,2.2526707580359018,4.109467680122229,0.28592553524536524,0.534720053154326,0.38464440821341445,0.620197072077428,0.5643628447800654,0.7512408700144484,0.4116442627462817,0.3959347255451204,0.47824773935207243,0.8188833515579491
34,0.2023918040355408,2.284884834574449,0.0588235294117647,0.0509355026767278,0.43201551068782323,2.765044328415487,4.65071093418798,0.65,2,2.765044328415487,4.65071093418798,0.1839478195643398,0.4288913843437984,0.3250990632937203,0.5701745901859537,0.42709859942091977,0.6535278107478822,0.3120484940929933,0.294496069764224,0.34649735121119996,0.7134752153074836
35,0.1890452172987645,2.620882249985781,0.0588235294117647,0.0594646466467541,0.4594515228062923,3.4267690047529085,5.356524064177672,0.7,2,3.4267690047529085,5.356524064177672,0.08538952115314878,0.29221485443616446,0.25496674964645516,0.5049423230889397,0.29646616878120713,0.5444870694343504,0.21227414652693702,0.18618917270627586,0.21287289597637638,0.583400609186864
36,0.1740356934449878,3.065355864879956,0.0588235294117647,0.0696543398777913,0.4943486826912155,4.307700402010589,6.303131485457085,0.75,2,4.307700402010589,6.303131485457085,0.012157724389230703,0.11026207139914751,0.17426909483079805,0.4174555004198628,0.17796606256840009,0.42186024056362564,0.12146429392947629,0.07224425004367463,0.09929227180462973,0.43177172119075696
37,0.1570208383417222,3.666705154753791,0.0588235294117647,0.0820736078872518,0.5399944567451579,5.523327626659954,7.611453784630068,0.8,2,5.523327626659954,7.611453784630068,0.019830488738858603,0.1408207681375819,0.08793506254390206,0.2965384672245779,0.08000411483588452,0.2828499864519787,0.06258988870621505,0.051864389850823825,0.06379802001080963,0.3282766383444924
38,0.1376011346488128,4.493038490178893,0.0588235294117647,0.0975621956618329,0.6015058571601388,7.270864792169051,9.470551729412987,0.85,2,7.270864792169051,9.470551729412987,0.2517705578586223,0.5017674340355522,0.015554568241449565,0.12471795476774611,0.015423721552830684,0.12419227654258812,0.09424961588430085,0.03923593680256068,0.25954784197934705,0.5170349370207703
39,0.115398187784048,5.617813108607372,0.0588235294117647,0.1173361353818324,0.686554375782417,9.8894034075513,12.14632657786794,0.9,2,9.8894034075513,12.14632657786794,1.087047900095889,1.0426158928847618,0.0150261051380076,0.12258101459038263,0.0032723374495022403,0.0572043481695425,0.3684487808944663,0.03766902642226414,1.0945609526648927,1.0497971257504455
40,0.0903232547535097,7.040142030820485,0.0588235294117647,0.1429423393595123,0.8049724255104498,13.924691369623114,15.87775330236952,0.95,2,13.924691369623114,15.87775330236952,3.5197067253534264,1.876088144345416,0.21850468998354677,0.4674448523446876,0.06867801817731949,0.2620649121445286,1.2689631445047642,0.37519899390823974,3.6289590703452,1.9334454777254448
41,0.0631208868331167,8.4957256538819,0.0588235294117647,0.1755341332891557,0.9642245067937617,20.061154675877397,20.467744909441688,1.0,2,20.061154675877397,20.467744909441688,9.881903984014539,3.143549583514556,0.795054870641227,0.8916584944031134,0.23455276668776948,0.4843064801215956,3.6371705404478454,1.2260064757485756,10.279431419335152,3.2675616068646303
42,0.3,1.0,0.0588235294117647,0.0,0.16,0.0,1.0,0.0,3,0.0,1.0,1.0,1.0,0.8236988393506924,0.9075785582255084,2.105344098423682,1.4509803921568625,1.3096809792581248,1.2014264265068961,1.4118494196753462,1.3504439415802094
43,0.2935528514400937,0.9592262438744014,0.0588235294117647,0.0017333249101556,0.305147741527399,0.0669230191739665,1.9158491224932368,0.05,3,0.0669230191739665,1.9158491224932368,0.9725457136879774,0.9861773236532958,0.677221128544426,0.8229344618767803,1.955264171637696,1.3983076098046867,1.2016770046233665,1.0879659960279406,1.3111562779601904,1.2844324981221875
