event_id,mt_id,time,velocity,equilibrium_density,number_of_ase1_gauss,number_of_ase1_exp,decay_lengthscale,condition,timepoint,event_nb
antiparallel_185,25.0,50.029,99.567,0.30970220000000004,87.55944000000001,29.0714,394.67,antiparallel,20,24
antiparallel_185,25.0,52.478,38.169,0.27027634000000006,96.64802000000002,24.482996,836.42,antiparallel,21,24
antiparallel_185,25.0,54.928,99.827,0.27027634000000006,90.23642000000001,56.21658,128.67,antiparallel,22,24
antiparallel_185,25.0,57.361,36.089,0.23616882000000003,115.04986,52.58608,280.58,antiparallel,23,24
antiparallel_185,25.0,59.826,45.467,0.2300915,132.97494,48.18016,392.66,antiparallel,24,24
antiparallel_185,25.0,62.275,,0.22081386,,,,antiparallel,25,24
antiparallel_185,25.0,64.74,,0.22081386,,,,antiparallel,26,24
antiparallel_185,25.0,67.798,100.88,0.2300915,81.08756000000001,29.893400000000003,342.06,antiparallel,27,24
antiparallel_185,25.0,70.247,92.723,0.19965284000000003,51.95588,25.074562000000004,178.54,antiparallel,28,24
antiparallel_185,25.0,72.712,110.62,0.1820456,54.460240000000006,28.56724,152.4,antiparallel,29,24
antiparallel_199,27.0,0.0,,0.2138159,,,,antiparallel,0,25
antiparallel_199,27.0,2.528,,0.20363954,21.38296,5.51151,331.43,antiparallel,1,25
antiparallel_199,27.0,5.055,186.46,0.2138159,61.04720000000001,22.588834000000002,400.82,antiparallel,2,25
antiparallel_199,27.0,7.551,141.86,0.23977192000000003,48.38566,15.849256,256.41,antiparallel,3,25
antiparallel_199,27.0,10.062,109.16,0.26008628000000006,38.17094,12.92869,246.95,antiparallel,4,25
antiparallel_199,27.0,12.558,126.02,0.2802198,16.461372,16.588234,5.042,antiparallel,5,25
antiparallel_199,27.0,15.07,88.922,0.28548060000000003,103.90080000000002,26.477716,656.44,antiparallel,6,25
antiparallel_199,27.0,17.582,87.554,0.28265840000000003,70.89750000000001,25.064150000000005,286.82,antiparallel,7,25
antiparallel_199,27.0,20.608,88.87,0.26083704,147.35172,50.27352,420.92,antiparallel,8,25
antiparallel_199,27.0,23.12,117.87,0.25220604,153.48110000000003,64.17902,319.55,antiparallel,9,25
antiparallel_199,27.0,25.631,88.727,0.25179778,118.74886000000001,42.585080000000005,394.15,antiparallel,10,25
antiparallel_199,27.0,28.143,106.8,0.24592322000000003,160.29274,46.97456,619.49,antiparallel,11,25
antiparallel_199,27.0,30.67,132.43,0.25684212,212.76100000000002,66.58748,616.28,antiparallel,12,25
antiparallel_199,27.0,33.166,153.64,0.25133198,209.52506,83.56178000000001,343.45,antiparallel,13,25
antiparallel_199,27.0,35.693,43.974,0.24771244000000003,230.43948000000003,93.51620000000001,376.43,antiparallel,14,25
antiparallel_199,27.0,38.205,42.813,0.23855262000000002,217.84918000000002,81.41362000000001,456.27,antiparallel,15,25
antiparallel_199,27.0,,,0.011047406000000001,,,,antiparallel,16,25
antiparallel_199,27.0,40.685,93.708,0.24857006,157.81578000000002,56.145340000000004,411.95,antiparallel,17,25
antiparallel_199,27.0,47.751,63.02,0.25751342,177.01221999999999,66.04496,388.18,antiparallel,18,25
antiparallel_199,27.0,49.437,85.718,0.27307114000000005,137.22742,44.470200000000006,399.79,antiparallel,19,25
antiparallel_199,27.0,51.964,146.6,0.2743562,97.39330000000001,30.005740000000003,455.74,antiparallel,20,25
antiparallel_199,27.0,54.476,114.33,0.28197340000000004,130.62676000000002,54.53970000000001,297.73,antiparallel,21,25
antiparallel_199,27.0,56.987,22.089,0.2812062,87.79234,25.887246000000005,569.53,antiparallel,22,25
antiparallel_199,27.0,59.483,91.969,0.27309032000000005,157.25956000000002,46.79646,608.33,antiparallel,23,25
antiparallel_199,27.0,61.964,107.49,0.25935470000000005,259.09166,86.67716,582.04,antiparallel,24,25
antiparallel_199,27.0,64.475,81.239,0.25209644000000003,218.69858,79.90936,432.64,antiparallel,25,25
antiparallel_199,27.0,66.987,92.326,0.26013012,231.24778000000003,86.93746,418.57,antiparallel,26,25
antiparallel_199,27.0,69.53,43.718,0.26327564000000003,230.28604000000004,82.43838000000001,464.1,antiparallel,27,25
antiparallel_199,27.0,72.541,40.554,0.27274234,218.38348000000002,75.96102,461.91,antiparallel,28,25
antiparallel_202,28.0,0.0,,0.09417928,15.171928000000003,7.473898000000001,5.0118,antiparallel,0,26
antiparallel_202,28.0,1.557,205.54,0.013942216,64.13518,44.7853,259.14,antiparallel,1,26
antiparallel_202,28.0,3.975,194.85,0.12941842,111.63034,71.07012,457.17,antiparallel,2,26
antiparallel_202,28.0,6.393,187.29,0.1333832,149.48892,110.17814,339.38,antiparallel,3,26
antiparallel_202,28.0,8.811,137.59,0.17916312,165.60286000000002,125.9167,318.13,antiparallel,4,26
antiparallel_202,28.0,11.244,125.37,0.17204460000000002,202.05856000000003,160.6599,390.58,antiparallel,5,26
antiparallel_202,28.0,13.647,155.33,0.17383382,190.88484,130.8898,489.14,antiparallel,6,26
antiparallel_202,28.0,16.11,198.91,0.14919300000000002,158.14184,122.60678000000001,255.11,antiparallel,7,26
antiparallel_202,28.0,18.483,110.15,0.15681294,151.68092000000001,110.82752,259.3,antiparallel,8,26
antiparallel_202,28.0,21.462,151.49,0.14740652,111.63856000000001,68.57946000000001,365.65,antiparallel,9,26
antiparallel_202,28.0,23.88,135.87,0.15272760000000002,154.62094000000002,106.42982000000002,498.24,antiparallel,10,26
antiparallel_202,28.0,26.314,124.93,0.20329978,235.43176000000003,184.44584000000003,578.53,antiparallel,11,26
antiparallel_202,28.0,28.732,97.24,0.20292166,228.99824,166.6468,508.53,antiparallel,12,26
antiparallel_202,28.0,31.165,166.84,0.16295328,204.58484,161.92304000000001,367.83,antiparallel,13,26
antiparallel_202,28.0,33.599,171.43,0.16928268,140.44692,94.667,450.57,antiparallel,14,26
antiparallel_202,28.0,36.017,150.64,0.17981524000000002,211.15536,143.25542000000002,402.1,antiparallel,15,26
antiparallel_202,28.0,38.435,122.0,0.24289004000000003,255.74612,180.76054000000002,367.01,antiparallel,16,26
antiparallel_202,28.0,40.884,81.107,0.25921222000000005,198.29106000000002,124.70562000000001,368.09,antiparallel,17,26
antiparallel_202,28.0,43.302,,0.25877382000000004,,,,antiparallel,18,26
antiparallel_202,28.0,46.297,,0.26123982,,,,antiparallel,19,26
antiparallel_202,28.0,48.684,,0.25877382000000004,,,,antiparallel,20,26
antiparallel_202,28.0,51.48,95.186,0.26123982,95.86986,72.73056000000001,693.2,antiparallel,21,26
antiparallel_227,32.0,0.0,,0.06486950000000001,,,,antiparallel,0,27
antiparallel_227,32.0,2.418,,0.06092116000000001,29.15086,14.473502000000002,197.85,antiparallel,1,27
antiparallel_227,32.0,4.852,305.95,0.06990836,22.801458,6.72259,638.78,antiparallel,2,27
antiparallel_227,32.0,7.301,300.07,0.07428688000000001,41.889120000000005,14.731062,426.84,antiparallel,3,27
antiparallel_227,32.0,10.304,214.23,0.08972952000000001,39.138160000000006,21.54325,157.0,antiparallel,4,27
antiparallel_227,32.0,12.137,521.95,0.08489616000000001,21.678880000000003,8.602504000000001,232.92,antiparallel,5,27
antiparallel_227,32.0,14.555,227.45,0.08342752,52.68746,13.301604,1000.0,antiparallel,6,27
antiparallel_227,32.0,17.004,393.96,0.11009594000000002,44.182500000000005,16.185180000000003,360.1,antiparallel,7,27
antiparallel_227,32.0,19.423,289.42,0.08141362,81.64104,37.75994000000001,339.0,antiparallel,8,27
antiparallel_227,32.0,22.855,209.7,0.10219926,51.00236,16.513706000000003,370.27,antiparallel,9,27
antiparallel_227,32.0,25.304,199.2,0.09956612000000001,62.883,28.616560000000003,263.26,antiparallel,10,27
antiparallel_227,32.0,28.484,,0.09713574000000001,,,,antiparallel,11,27
antiparallel_227,32.0,30.187,220.87,0.0889815,53.52042000000001,26.563204,213.25,antiparallel,12,27
antiparallel_227,32.0,32.62,,0.07696386000000001,,,,antiparallel,13,27
antiparallel_227,32.0,35.069,,0.07696386000000001,,,,antiparallel,14,27
antiparallel_227,32.0,37.503,,0.07876952000000001,,,,antiparallel,15,27
antiparallel_227,32.0,39.937,,0.07808726,,,,antiparallel,16,27
antiparallel_229,32.0,0.0,,0.0435797,26.456618000000002,17.269398,325.62,antiparallel,0,28
antiparallel_229,32.0,2.449,82.535,0.04116028000000001,26.256598000000004,22.24606,134.11,antiparallel,1,28
antiparallel_229,32.0,4.867,196.49,0.04521822,19.689092000000002,14.889982000000002,1000.0,antiparallel,2,28
antiparallel_229,32.0,7.627,277.81,0.051994240000000004,51.36952000000001,37.84214,301.31,antiparallel,3,28
antiparallel_229,32.0,9.734,163.71,0.0907899,47.10882000000001,29.257720000000006,295.68,antiparallel,4,28
antiparallel_229,32.0,12.184,171.64,0.09863726000000002,31.515480000000004,21.087588000000004,1000.0,antiparallel,5,28
antiparallel_229,32.0,14.602,217.69,0.10522696000000001,39.85878,21.013882000000002,426.07,antiparallel,6,28
antiparallel_229,32.0,17.035,185.11,0.12987326,58.11540000000001,32.131980000000006,445.54,antiparallel,7,28
antiparallel_229,32.0,19.484,129.88,0.12583724000000002,78.38866000000002,51.1969,559.26,antiparallel,8,28
antiparallel_229,32.0,22.448,103.81,0.11642808000000002,92.28320000000001,67.5821,359.38,antiparallel,9,28
antiparallel_229,32.0,24.882,50.162,0.11478956000000001,72.5141,54.44928,317.03,antiparallel,10,28
antiparallel_229,32.0,27.937,73.639,0.12351646000000001,115.04986,70.97970000000001,357.16,antiparallel,11,28
antiparallel_229,32.0,29.765,102.42,0.12535774000000002,99.13046000000001,65.28324,314.51,antiparallel,12,28
antiparallel_229,32.0,32.198,99.246,0.12371648,79.44082,53.843740000000004,244.2,antiparallel,13,28
antiparallel_229,32.0,34.632,60.338,0.12450560000000001,65.96002,47.95548,149.8,antiparallel,14,28
antiparallel_229,32.0,37.066,86.281,0.12148612000000002,55.953540000000004,31.62508,270.77,antiparallel,15,28
antiparallel_229,32.0,39.484,118.19,0.13698082000000003,44.05646000000001,24.198036000000002,191.97,antiparallel,16,28
antiparallel_229,32.0,,,0.16980602,,,,antiparallel,17,28
antiparallel_229,32.0,41.948,70.917,0.0030211240000000005,45.0319,23.065046,219.57,antiparallel,18,28
antiparallel_232,33.0,0.0,,0.033069060000000004,10.402136000000002,8.755944000000001,5.0395,antiparallel,0,29
antiparallel_232,33.0,2.403,,0.05969912,,,,antiparallel,1,29
antiparallel_232,33.0,5.043,,0.12843202,,,,antiparallel,2,29
antiparallel_232,33.0,7.285,61.921,0.11528550000000001,62.00894,47.911640000000006,411.78,antiparallel,3,29
antiparallel_232,33.0,9.703,125.5,0.11446076000000001,105.17764000000001,83.87140000000001,898.36,antiparallel,4,29
antiparallel_232,33.0,12.137,167.97,0.1308624,104.4488,69.94672,531.27,antiparallel,5,29
antiparallel_232,33.0,15.085,196.76,0.14878200000000003,87.09364000000001,52.594300000000004,317.32,antiparallel,6,29
antiparallel_232,33.0,17.535,177.69,0.17280906000000001,88.4609,57.18654,192.52,antiparallel,7,29
antiparallel_232,33.0,19.984,87.603,0.22634044,103.13086000000001,64.34068,280.65,antiparallel,8,29
antiparallel_232,33.0,22.402,108.9,0.23642090000000002,63.40086,33.428,255.93,antiparallel,9,29
antiparallel_232,33.0,25.033,70.961,0.23761280000000004,43.66738,19.805268,251.11,antiparallel,10,29
antiparallel_234,33.0,0.0,,0.14735446000000002,41.280840000000005,32.27172,413.15,antiparallel,0,30
antiparallel_234,33.0,2.434,175.29,0.17278988000000003,50.785900000000005,31.438760000000002,256.47,antiparallel,1,30
antiparallel_234,33.0,4.852,79.905,0.18780508000000004,63.669380000000004,47.07594,339.3,antiparallel,2,30
antiparallel_234,33.0,7.301,101.21,0.20542054,66.73818,49.235060000000004,201.54,antiparallel,3,30
antiparallel_234,33.0,9.735,66.088,0.19386322,90.80908000000001,67.50264,253.36,antiparallel,4,30
antiparallel_234,33.0,12.153,71.143,0.17479282000000002,107.61076000000001,80.35598000000002,351.85,antiparallel,5,30
antiparallel_234,33.0,15.459,39.516,0.17737664000000003,88.96232000000002,61.833580000000005,372.34,antiparallel,6,30
antiparallel_234,33.0,17.02,140.86,0.17751638,112.03312,81.50130000000001,314.86,antiparallel,7,30
antiparallel_234,33.0,19.438,88.808,0.19538940000000002,75.59386,50.621500000000005,780.5,antiparallel,8,30
antiparallel_234,33.0,22.417,122.39,0.2001844,113.80316,74.2677,602.76,antiparallel,9,30
antiparallel_234,33.0,24.835,83.339,0.20246682000000002,138.64674,117.03088000000002,1000.0,antiparallel,10,30
antiparallel_234,33.0,27.253,74.563,0.21125674000000003,98.74138,70.14674000000001,392.75,antiparallel,11,30
antiparallel_234,33.0,29.687,50.98,0.22060562000000003,125.23718000000001,77.21594,378.09,antiparallel,12,30
antiparallel_234,33.0,32.136,71.239,0.22021106000000001,175.3326,119.73252000000001,415.55,antiparallel,13,30
antiparallel_234,33.0,35.139,34.944,0.21514206000000002,143.83356,96.1603,430.45,antiparallel,14,30
antiparallel_234,33.0,36.972,144.64,0.20719332000000004,108.18068000000001,69.93576,297.11,antiparallel,15,30
antiparallel_234,33.0,39.39,33.251,0.20560686,94.97388000000001,60.255340000000004,661.84,antiparallel,16,30
antiparallel_234,33.0,41.839,129.19,0.19724986,78.89008000000001,51.317460000000004,579.4,antiparallel,17,30
antiparallel_234,33.0,44.258,105.67,0.18132772000000003,68.08352000000001,41.056160000000006,264.6,antiparallel,18,30
antiparallel_234,33.0,47.69,71.09,0.1791549,43.25638000000001,24.157758000000005,282.48,antiparallel,19,30
antiparallel_237,34.0,0.0,,0.14786958000000003,,,,antiparallel,0,31
antiparallel_237,34.0,6.487,,0.1433157,46.05118,32.96768,108.32,antiparallel,1,31
antiparallel_237,34.0,8.533,182.65,0.14916834,69.15486000000001,43.14678,158.48,antiparallel,2,31
antiparallel_237,34.0,10.998,141.23,0.13678354,81.12866000000001,41.6754,226.55,antiparallel,3,31
antiparallel_237,34.0,13.447,82.846,0.13623280000000001,92.03934000000001,34.474680000000006,431.09,antiparallel,4,31
antiparallel_237,34.0,15.881,169.9,0.14156484,70.25086,30.40578,312.13,antiparallel,5,31
antiparallel_237,34.0,18.299,125.53,0.13250092,129.34444000000002,48.95832,451.07,antiparallel,6,31
antiparallel_237,34.0,20.717,100.57,0.1291225,141.33742,57.929080000000006,444.77,antiparallel,7,31
antiparallel_237,34.0,23.182,121.65,0.15022324,95.69998000000001,37.46128,376.79,antiparallel,8,31
antiparallel_237,34.0,25.6,149.4,0.16549326,130.00478,49.82142,408.68,antiparallel,9,31
antiparallel_237,34.0,28.018,32.506,0.17615734000000002,130.1226,43.179660000000005,517.67,antiparallel,10,31
antiparallel_237,34.0,30.951,,0.17968920000000002,,,,antiparallel,11,31
antiparallel_239,34.0,0.0,,0.23526736,,,,antiparallel,0,32
antiparallel_239,34.0,2.418,,0.23329456,55.243880000000004,21.459680000000002,275.09,antiparallel,1,32
antiparallel_239,34.0,4.867,123.05,0.23282876,59.962160000000004,28.674100000000003,176.53,antiparallel,2,32
antiparallel_239,34.0,7.316,145.82,0.23371104,110.01374000000001,57.28244,226.92,antiparallel,3,32
antiparallel_239,34.0,10.458,53.29,0.23623458000000003,174.0448,78.04068000000001,442.75,antiparallel,4,32
antiparallel_239,34.0,12.199,103.84,0.21654768000000002,181.5798,64.94622,466.7,antiparallel,5,32
antiparallel_239,34.0,14.633,148.77,0.20212158000000002,154.03184000000002,52.72034,451.55,antiparallel,6,32
antiparallel_239,34.0,17.097,,0.20400396000000004,,,,antiparallel,7,32
antiparallel_239,34.0,19.531,125.62,0.21206778,125.70298000000001,60.83348000000001,270.73,antiparallel,8,32
antiparallel_239,34.0,22.573,165.54,0.19159998000000003,110.68230000000001,49.43234,271.59,antiparallel,9,32
antiparallel_239,34.0,25.022,110.88,0.17155140000000002,106.31474000000001,45.74978,292.67,antiparallel,10,32
antiparallel_239,34.0,27.456,82.355,0.19231512,72.5826,33.880100000000006,214.87,antiparallel,11,32
antiparallel_241,34.0,0.0,,0.06823148000000001,19.419202000000002,15.885972,148.09,antiparallel,0,33
antiparallel_241,34.0,2.58,83.097,0.06390228,28.47134,22.684734000000002,177.07,antiparallel,1,33
antiparallel_241,34.0,4.836,165.97,0.05437256000000001,41.03698000000001,27.99184,405.41,antiparallel,2,33
antiparallel_241,34.0,7.27,244.41,0.0868169,39.2505,22.738438000000002,363.73,antiparallel,3,33
antiparallel_241,34.0,9.703,215.47,0.08632644,50.20228,32.89096,230.32,antiparallel,4,33
antiparallel_241,34.0,12.152,89.481,0.09485058000000002,21.583528,8.236988000000002,388.71,antiparallel,5,33
antiparallel_241,34.0,15.974,87.718,0.10313908000000001,17.093764,11.414018000000002,87.419,antiparallel,6,33
antiparallel_241,34.0,18.392,90.335,0.08978706,61.46094000000001,38.16272000000001,345.98,antiparallel,7,33
antiparallel_241,34.0,20.81,121.29,0.09655760000000001,75.84868,50.158440000000006,524.75,antiparallel,8,33
antiparallel_241,34.0,23.228,99.375,0.1152992,53.68482,32.94028,248.96,antiparallel,9,33
antiparallel_241,34.0,25.678,114.12,0.11594858000000001,72.73604,52.86556,297.7,antiparallel,10,33
antiparallel_241,34.0,28.127,100.86,0.11519234000000002,85.04686000000001,59.307300000000005,538.66,antiparallel,11,33
antiparallel_241,34.0,30.576,111.29,0.13623828000000002,112.7647,76.90084,496.49,antiparallel,12,33
antiparallel_241,34.0,32.994,123.74,0.14846416,115.13754000000002,81.57802000000001,340.98,antiparallel,13,33
antiparallel_241,34.0,35.83,103.38,0.14807508,95.62326000000002,60.88006000000001,470.76,antiparallel,14,33
antiparallel_241,34.0,37.877,,0.15620466,,,,antiparallel,15,33
antiparallel_241,34.0,40.841,201.76,0.1578651,100.62376,65.72712,360.73,antiparallel,16,33
antiparallel_244,35.0,0.0,,0.14323624000000001,47.897940000000006,34.97336,251.35,antiparallel,0,34
antiparallel_244,35.0,2.418,119.73,0.12614686,64.3626,47.74724,321.34,antiparallel,1,34
antiparallel_244,35.0,4.867,150.37,0.13225158,71.96336000000001,54.164320000000004,205.15,antiparallel,2,34
antiparallel_244,35.0,7.831,128.14,0.15255772,62.97616000000001,44.67844000000001,177.02,antiparallel,3,34
antiparallel_244,35.0,10.265,90.719,0.1751408,99.98260000000002,64.1571,333.83,antiparallel,4,34
antiparallel_244,35.0,12.683,102.08,0.18025912000000002,95.67806,70.87832,247.48,antiparallel,5,34
antiparallel_244,35.0,15.116,76.873,0.17516546000000002,90.82826000000001,66.28334,232.67,antiparallel,6,34
antiparallel_244,35.0,17.784,59.444,0.1771136,116.46096,77.39130000000002,459.43,antiparallel,7,34
antiparallel_244,35.0,20.015,202.61,0.18340738,71.57428,45.01546,266.14,antiparallel,8,34
antiparallel_244,35.0,22.464,75.068,0.19520034,87.71836000000002,50.840700000000005,593.05,antiparallel,9,34
antiparallel_244,35.0,24.913,240.96,0.21390084,78.50648000000001,46.03474,256.48,antiparallel,10,34
antiparallel_244,35.0,27.347,104.83,0.22125500000000003,85.89900000000002,55.367180000000005,212.72,antiparallel,11,34
antiparallel_244,35.0,29.78,105.55,0.22194548000000003,70.96600000000001,44.99902,210.02,antiparallel,12,34
antiparallel_244,35.0,32.729,52.285,0.2007461,80.47380000000001,58.822320000000005,1000.0,antiparallel,13,34
antiparallel_244,35.0,35.178,160.83,0.17981250000000001,113.64698,71.94692,556.59,antiparallel,14,34
antiparallel_244,35.0,38.404,,0.17295428000000002,,,,antiparallel,15,34
antiparallel_246,35.0,0.0,,0.14018936,,,,antiparallel,0,35
antiparallel_246,35.0,2.434,,0.12687296,11.118646000000002,6.83767,60.53,antiparallel,1,35
antiparallel_246,35.0,4.867,102.37,0.14018936,34.00066,17.387492,161.92,antiparallel,2,35
antiparallel_246,35.0,7.862,115.96,0.15044244,43.239940000000004,11.886120000000002,482.75,antiparallel,3,35
antiparallel_246,35.0,10.28,106.13,0.16532064000000002,50.93112000000001,16.115584000000002,391.15,antiparallel,4,35
antiparallel_246,35.0,12.851,181.59,0.20130232000000003,72.44834,24.276674,424.64,antiparallel,5,35
antiparallel_246,35.0,15.116,92.725,0.19086840000000002,74.7061,22.68035,570.01,antiparallel,6,35
antiparallel_246,35.0,17.534,119.18,0.18237714,128.46764000000002,41.601420000000005,574.65,antiparallel,7,35
antiparallel_246,35.0,19.968,94.705,0.17836578000000003,147.65586000000002,57.02762,436.14,antiparallel,8,35
antiparallel_246,35.0,22.402,60.405,0.17869732000000002,142.60330000000002,55.01372,377.78,antiparallel,9,35
antiparallel_246,35.0,24.851,66.072,0.18136882000000001,148.10522,52.465520000000005,464.2,antiparallel,10,35
antiparallel_246,35.0,,,0.012801828,,,,antiparallel,11,35
antiparallel_246,35.0,27.269,86.159,0.19313986,150.41504,51.76134,479.55,antiparallel,12,35
antiparallel_246,35.0,33.384,70.226,0.21788206000000004,129.53076000000001,60.58688,279.32,antiparallel,13,35
antiparallel_246,35.0,35.833,48.652,0.23373570000000005,133.72844,41.47264,527.76,antiparallel,14,35
antiparallel_246,35.0,38.298,55.588,0.24402440000000003,137.6576,44.352380000000004,528.86,antiparallel,15,35
antiparallel_246,35.0,41.501,59.008,0.25234852,150.94934,64.40918,323.49,antiparallel,16,35
antiparallel_246,35.0,43.181,11.284,0.26340990000000003,151.34664,55.147980000000004,397.43,antiparallel,17,35
antiparallel_246,35.0,45.599,-8.2422,0.25234852,161.83262000000002,55.47404,495.81,antiparallel,18,35
antiparallel_246,35.0,48.048,98.903,0.2748494,144.32402000000002,41.5795,692.91,antiparallel,19,35
antiparallel_246,35.0,50.451,129.06,0.26308384,206.83986000000002,67.03958,555.09,antiparallel,20,35
antiparallel_248,35.0,0.0,,0.09583424,,,,antiparallel,0,36
antiparallel_248,35.0,2.418,,0.0910639,23.946504,7.776668000000001,512.06,antiparallel,1,36
antiparallel_248,35.0,4.836,108.47,0.09330248000000001,34.57058000000001,10.964658,371.11,antiparallel,2,36
antiparallel_248,35.0,7.254,,0.1257934,,,,antiparallel,3,36
antiparallel_248,35.0,9.704,224.56,0.13595606000000002,51.32294000000001,12.506730000000001,1000.0,antiparallel,4,36
antiparallel_248,35.0,12.153,186.1,0.13312838000000002,68.34656,31.425060000000002,279.13,antiparallel,5,36
antiparallel_248,35.0,14.602,108.97,0.14158128000000003,96.90558,29.23032,757.8,antiparallel,6,36
antiparallel_248,35.0,17.02,83.396,0.15005062,85.66610000000001,27.260260000000002,586.02,antiparallel,7,36
antiparallel_248,35.0,19.856,182.68,0.20061458000000001,61.56232000000001,22.387992,321.96,antiparallel,8,36
antiparallel_248,35.0,21.903,117.77,0.21273086000000002,73.64024,32.753960000000006,226.53,antiparallel,9,36
parallel_262,37.0,0.0,,0.05306284000000001,,,,parallel,0,0
parallel_262,37.0,2.465,,0.02903852,10.35172,8.81595,42.786,parallel,1,0
parallel_262,37.0,4.945,309.52,0.029263200000000003,28.476820000000004,17.726978,217.08,parallel,2,0
parallel_262,37.0,7.987,277.25,0.040746540000000005,27.78086,13.584646000000003,291.3,parallel,3,0
parallel_262,37.0,10.452,340.03,0.035483,27.698660000000004,14.42473,238.64,parallel,4,0
parallel_262,37.0,12.917,343.52,0.03295672,8.44331,3.99629,126.55,parallel,5,0
parallel_262,37.0,15.304,327.64,0.04627312,43.6071,32.3457,131.84,parallel,6,0
parallel_262,37.0,17.753,166.45,0.037990100000000006,29.189220000000002,13.437234,262.25,parallel,7,0
parallel_262,37.0,20.202,303.68,0.04459076000000001,23.172180000000004,10.505982,303.57,parallel,8,0
parallel_262,37.0,22.966,260.77,0.044114,35.85564,21.765738000000002,199.38,parallel,9,0
parallel_264,38.0,0.0,,0.041050680000000006,,,,parallel,0,1
parallel_264,38.0,2.464,,0.041050680000000006,12.864026,12.781826000000002,5.2653,parallel,1,1
parallel_264,38.0,4.898,61.04,0.06028822000000001,11.651302000000001,10.836426000000001,12.51,parallel,2,1
parallel_264,38.0,7.893,249.59,0.06618196,55.96450000000001,36.411860000000004,200.88,parallel,3,1
parallel_264,38.0,10.327,290.62,0.08507152,63.411820000000006,48.05138,103.01,parallel,4,1
parallel_266,38.0,0.0,,0.021912054,,,,parallel,0,2
parallel_266,38.0,2.465,,0.04728692,9.618496,9.260926000000001,5.3279,parallel,1,2
parallel_266,38.0,4.914,262.75,0.06087732000000001,40.75202,21.298568000000003,256.23,parallel,2,2
parallel_266,38.0,7.348,367.94,0.05146816,29.47144,11.200024,538.03,parallel,3,2
parallel_266,38.0,9.797,329.37,0.07323472,29.28238,22.572394,65.379,parallel,4,2
parallel_266,38.0,12.712,183.29,0.0826658,50.443400000000004,39.77384,82.783,parallel,5,2
parallel_266,38.0,14.68,231.03,0.06305014,51.66818,19.602508000000004,460.12,parallel,6,2
parallel_266,38.0,18.486,210.51,0.07918874000000001,68.87812000000001,46.396420000000006,151.87,parallel,7,2
parallel_266,38.0,20.935,202.47,0.08756218,66.94642,25.267732000000002,496.22,parallel,8,2
parallel_266,38.0,23.4,220.77,0.09427518000000001,110.30418,62.296640000000004,304.36,parallel,9,2
parallel_266,38.0,25.865,178.2,0.09452726000000002,105.96676000000001,62.7871,216.89,parallel,10,2
parallel_269,39.0,0.0,,0.09804542000000001,,,,parallel,0,3
parallel_269,39.0,7.113,,0.014515698,,,,parallel,1,3
parallel_269,39.0,10.377,,0.1333558,,,,parallel,2,3
parallel_269,39.0,11.934,,0.14052364,63.66116000000001,30.962000000000003,255.46,parallel,3,3
parallel_269,39.0,14.352,196.59,0.18728174,117.01992,39.458740000000006,481.23,parallel,4,3
parallel_269,39.0,16.77,185.89,0.17914668,152.79062000000002,70.11934000000001,334.9,parallel,5,3
parallel_269,39.0,19.188,134.0,0.18045366000000002,173.60366000000002,81.9123,336.98,parallel,6,3
parallel_269,39.0,21.621,129.01,0.15734998,210.04840000000002,95.77944000000002,398.94,parallel,7,3
parallel_269,39.0,24.024,155.45,0.16402462,198.79522,71.02080000000001,493.13,parallel,8,3
parallel_269,39.0,26.487,195.99,0.15527032000000002,164.8247,87.53204000000001,263.48,parallel,9,3
parallel_269,39.0,28.86,109.98,0.16060236,157.7418,78.5969,275.84,parallel,10,3
parallel_269,39.0,31.839,150.06,0.21134442,114.79230000000001,40.73284,393.76,parallel,11,3
parallel_269,39.0,34.257,139.04,0.2124185,140.2195,51.73668000000001,486.7,parallel,12,3
parallel_269,39.0,36.691,124.48,0.17132398000000001,239.39106,87.02788000000001,595.64,parallel,13,3
parallel_269,39.0,39.109,77.515,0.17136508,241.46798,85.65240000000001,585.9,parallel,14,3
