,accumulation_end_fit,accumulation_timescale,velocity_decay_timescale,v_s_fit,shrinking_speed_steady_state
0,64.4613828749946,10.80890113911987,11.090781523734908,288.06622307693925,120.44879515417357
1,84.91571801310596,17.596791042461557,5.597263226208656,306.9424303593661,125.74595090039809
2,71.03810444509114,9.545133796370353,2.311301293842577,420.9013428040954,152.41111653834065
3,97.5082248225802,20.59198017713027,7.949244980329617,380.99466555689537,128.66609251726828
4,52.524513023606225,10.220291894084976,11.063906037545213,308.0995712462434,123.96343607986717
5,60.21834603686598,11.141908115915117,8.054086529303445,251.60088848304696,104.80795285561074
6,59.619544920861074,10.859347007196938,7.475560163168512,367.3305903124422,124.6118627427979
7,70.02273968775836,10.644839364918955,7.860347858922599,272.4942956329794,121.74948132481431
8,67.32123234248006,12.31127277264068,12.373577922766737,260.44652574677315,119.2729527996096
9,65.9392575139065,12.024959115663146,6.996509559537954,331.35826029899954,122.00394186380592
10,66.54711611373496,11.279048522038048,3.4602296430622275,781.253267711163,124.7367793376275
11,78.39987345651448,13.339664187839348,5.208870498091597,382.1472965579166,120.81081079602802
12,54.76301161658955,11.686329250691502,7.883543950210881,312.8472818157021,124.49918493713406
13,66.37962971941637,9.890278813666255,5.4063460500821705,499.70863760360805,137.18163586322763
14,72.3327129366197,10.701836783276839,18.27360666411439,275.81140064280896,106.37210228747553
15,62.4567268343961,11.70712809871599,8.916742937452787,439.62919264078425,121.27438018818212
16,68.2649450361387,8.507491476404134,5.621122665933599,365.1430412884319,121.16561615709712
17,71.1277151346225,12.423118492432966,7.59790072950161,310.5929069914642,116.43282766420175
18,64.45619541643741,7.661666574390169,3.527321066171468,1222.8112572969528,128.4451829269514
19,44.89368782511187,8.523442501854166,5.121791412504,598.7984301631872,110.32129726181938
20,68.92945304299923,10.202621734740518,2.9579542846368776,330.169108567051,149.91297982381423
21,60.894589397313005,10.895340185572103,5.008483927157867,526.551944737341,120.31074506882902
22,53.566920630497115,16.35696201097572,6.078897379708267,485.9485969894033,123.29640789164331
23,62.8688059592447,9.452078286250932,3.206004279192763,742.6332661600709,123.63151034550192
24,68.86135503707702,9.407255360026154,4.95193675617623,440.0664109460805,116.78157954154048
25,54.87922473025717,9.675146272471075,15.100280337193647,219.40712211995574,113.91271354444648
26,65.3849892785135,9.708192612133203,3.104395916032047,822.2362922166409,134.5286941386978
27,70.00603178918783,9.16365076452606,5.803639351900777,417.1740972463471,114.71480125728307
28,66.96599348428363,10.634063406523522,5.3368543189168385,631.853464017992,117.63149585917405
29,71.73908142252078,13.554823219676381,4.11858388182837,365.0024025140441,123.55501167850991
30,61.78141013588532,14.210770569093608,3.9697118972894434,837.7669679132741,116.97123481673471
31,61.1266824428619,14.395433904370904,4.0560211237163495,859.1584718819116,117.3555141894755
32,59.20779137204438,9.682013952033078,3.4192182473405017,955.6668956034147,117.31800590629761
33,69.450884060558,10.406438301849297,6.292773020632367,423.51422609492846,109.70463309962463
34,73.20165124156749,12.987279710327263,2.742401170747201,743.5913800171115,147.6922299804002
35,65.60441877008935,9.502704356041972,5.573289608425492,473.0345728675694,139.86741124083105
36,62.60755871641669,12.501144796434923,3.4755354207950924,1014.0974917507058,140.5116402986188
37,62.770162563376324,9.427617984281724,18.88938277419305,208.45390833778617,92.00448020718244
38,60.71623903617251,10.35751322083382,7.591581970525033,405.6118067469264,117.54528599029672
39,88.08602197450858,12.80997657402648,3.8420169861813274,565.7950037907651,128.44968946234061
40,71.705162591948,12.803857841797162,5.539634774419306,437.0106167757606,118.11652534251138
41,65.80765706381736,12.133434072477234,4.384146907368646,564.840961619414,111.26601932549713
42,60.42171575232628,9.910998144365726,2.5130129093905733,1597.732196461761,150.42801869050416
