accumulation_norm_end_fit,accumulation_norm_timescale,accumulation_end_fit,accumulation_timescale,velocity_decay_timescale,v_s_fit,shrinking_speed_steady_state,tau
7.146E+02,9.062E+00,6.294E+01,1.082E+01,5.950E+00,4.154E+02,1.224E+02,2.000E-01
