accumulation_norm_end_fit,accumulation_norm_timescale,accumulation_end_fit,accumulation_timescale,velocity_decay_timescale,v_s_fit,shrinking_speed_steady_state,tau
2.511E+02,4.563E+00,1.999E+01,8.383E+00,5.360E+01,1.755E+02,4.653E+01,2.000E-01
