shrinking_speed_steady_state,velocity_decay_timescale,equilibrium_density,P0_end_fit,lengthscale_density_end_fit,accumulation_end_fit,accumulation_timescale
0.22358519211905126,2.797978809420161,0.058823529411764705,0.08116864163884198,49.2829041087974,4.030414459791062,4.768983405671971
0.2211389217088551,2.8877868275071434,0.058823529411764705,0.0840469672715529,49.787152505612205,4.215041726446177,4.9114034583055375
0.21860500471734862,2.9830843999034804,0.058823529411764705,0.08704978960839799,50.31995020530841,4.4112380371148765,5.063305569422675
0.2159786593863821,3.0843338508510825,0.058823529411764705,0.09018546526848434,50.88375445752238,4.620085186690603,5.225603667863021
0.2132547675324585,3.192055081405504,0.058823529411764705,0.09346310528614729,51.48130264673365,4.842800132889928,5.399333725639029
0.210427847683339,3.306826134362384,0.058823529411764705,0.09689266102394438,52.11565322113432,5.080752774079843,5.585658771145997
0.20749202766261451,3.4292776811340353,0.058823529411764705,0.10048501917025807,52.79023206130984,5.335491870906371,5.785892342242865
0.20444102039148743,3.560120258732151,0.058823529411764705,0.10425210054413672,53.508881922487056,5.6087721402935555,6.001525493725819
0.2012680924590101,3.700136800313205,0.058823529411764705,0.1082069851225026,54.275928558859206,5.902585782156921,6.234233279030119
0.19796604178615934,3.8502027702527415,0.058823529411764705,0.11236403484405214,55.0962478369446,6.219206687968494,6.4859437093532595
0.19452716744356857,4.011282880791819,0.058823529411764705,0.1167390503343026,55.97535509757607,6.561231559785311,6.758826095568375
0.1909432630301808,4.184448248951428,0.058823529411764705,0.1213494057117588,56.91948838661402,6.931638596254611,7.0553632593942925
0.18720558873306473,4.370886712488056,0.058823529411764705,0.1262142530824183,57.935735234971425,7.333849880166533,7.378382805809914
0.18330489137366782,4.571900251594481,0.058823529411764705,0.13135467017934915,59.03214007539556,7.7718101964070465,7.731104239398039
0.17923140401115528,4.788915374122079,0.058823529411764705,0.13679389059230246,60.217865776974584,8.250078062146281,8.117197670149274
0.17497491679977092,5.0235377156876915,0.058823529411764705,0.14255744919852284,61.50332928040868,8.773927080107505,8.540819789600237
0.1705248428116495,5.277293673341587,0.058823529411764705,0.1486733999851858,62.90039250390294,9.34947747834618,9.006705420265122
0.16587037380718614,5.551973401517195,0.058823529411764705,0.15517243359814245,64.42252826036078,9.983822419243937,9.52013036707842
0.16100069966673347,5.849368348010383,0.058823529411764705,0.16208795443584978,66.08499461616688,10.685194096367724,10.08699985359494
0.15590531134498797,6.171024268830781,0.058823529411764705,0.16945608603589837,67.90500435594998,11.463128792807291,10.713788842522673
0.15057448992010145,6.518724879710253,0.058823529411764705,0.17731539867394136,69.9017947785741,12.328635914720504,11.407463367218131
0.1449999308681478,6.8935303904658,0.058823529411764705,0.18570644059396946,72.0966315609111,13.294348665642438,12.175255218193103
0.13917557335354389,7.29587795598191,0.058823529411764705,0.19467087621773232,74.51264878626746,14.374649391851213,13.024349654842894
0.13309870128165047,7.725348969602383,0.058823529411764705,0.20425003399396466,77.17439350224743,15.585687426220385,13.96126405160947
0.126771298311418,8.180069176206104,0.058823529411764705,0.2144826568539342,80.10700490701251,16.94527153224118,14.991078840570767
0.12020152089573545,8.65639257880425,0.058823529411764705,0.2254019524077021,83.33496078000651,18.472526571420268,16.116237051573144
0.11340523514735966,9.147936342228494,0.058823529411764705,0.23703166327447706,86.88028097909802,20.187270842058783,17.335215753489393
0.10640733482425148,9.64593849823865,0.058823529411764705,0.24938136728301574,90.76021661943307,22.108994624113137,18.640960365376888
0.09924238651837616,10.138826395003901,0.058823529411764705,0.26244165189593177,94.98473416882194,24.255486018581724,20.0195938499371
0.09195415418240786,10.612749370834125,0.058823529411764705,0.2761801449047416,99.55425574783503,26.641117620603524,21.4496773815747
0.08459390684073533,11.052587371323291,0.058823529411764705,0.2905390495327914,104.45796636813392,29.27506603818236,22.90245513507766
0.1890452172961047,2.6209710517523597,0.058823529411764705,0.05946464665032365,57.43144035578941,3.4267689862962474,5.356522737683656
0.18618631922843373,2.6999087265257393,0.058823529411764705,0.061354579501985446,58.21863800678263,3.58254797192969,5.523492209264677
0.18325860338244898,2.7834543542850456,0.058823529411764705,0.06331421366494856,59.04537761565582,3.7476820873852894,5.700731399156191
0.18025943988185916,2.8719731614099047,0.058823529411764705,0.0653476843800349,59.91459538460897,3.922975138440354,5.889112243453976
0.17718608778545408,2.9658381571430206,0.058823529411764705,0.06745945310300405,60.82949641912051,4.109318672952961,6.089568107085594
0.17403569342422123,3.06546533885533,0.058823529411764705,0.06965433990527287,61.79358537284144,4.3077004610808185,6.303134817901654
0.1708052920678343,3.1712487090821195,0.058823529411764705,0.07193755646093707,62.8106964003159,4.519219524077158,6.530945296806858
0.167491814748699,3.283776322476318,0.058823529411764705,0.07431473790519262,63.88502075615321,4.745098292545947,6.774255311020783
0.1640920934607176,3.403510260795853,0.058823529411764705,0.07679198303168128,65.0211416188194,4.986701199864961,7.034430394771062
0.16060287537818171,3.531000244187108,0.058823529411764705,0.07937589256621129,66.22408096064403,5.245544745356859,7.312952419730201
0.1570208282950371,3.6668290690968948,0.058823529411764705,0.0820736215625742,67.4993234626316,5.523327773390023,7.611454359213884
0.15334261247093836,3.8116171180158416,0.058823529411764705,0.08489285969926769,68.85280568097313,5.82194152915743,7.931712713925188
0.14956482431004406,3.965990954436846,0.058823529411764705,0.08784199006103924,70.29107942573998,6.143501126415756,8.275624268703691
0.14568412544269957,4.130608903174262,0.058823529411764705,0.09093000951116056,71.82120495124846,6.490368400397277,8.6452627721242
